t,y0,y1,y2,u0,u1,u2
0,-11.423995064353,12.3784535336537,-1.86306394780302,-1,1,1
0,-12.5031816369778,13.9010735602989,-0.219490450148545,-1,-1,1
0,-13.3265822358082,12.398187950857,1.79167723972333,-1,-1,1
0,-14.3190679837478,12.9890767856565,2.15814297086292,-1,-1,1
0,-17.1867657804801,12.0197341180949,4.81143067955836,-1,-1,1
0,-16.9353317503972,11.1210174227029,5.61124754278633,-1,-1,1
0,-18.1910434450899,10.7605094083632,7.56350916707153,-1,-1,1
0,-19.8020472097111,8.62881566528818,8.14050753640947,-1,-1,1
0,-18.4260564469398,9.25368298972328,9.89082808775502,-1,-1,1
0,-20.1349735791468,7.83290605721134,10.6498616539604,-1,-1,1
0,-20.9615896681257,7.42330055250403,11.2695702056546,-1,-1,1
0,-21.606065055148,7.32068128447605,15.0498891980272,-1,-1,1
0,-23.3104731001,6.80255946950541,14.9387520197665,-1,-1,1
0,-22.5462311980721,5.73857606305783,17.5935339418646,-1,-1,1
0,-24.3062774609156,3.99196617187959,19.1780039487323,-1,-1,1
0,-25.2625030459322,5.0502071396112,20.7822193289067,-1,-1,1
0,-24.1627865848909,3.32812067334138,21.0797138571211,1,-1,1
0,-25.7207128879025,3.10609739933654,23.031763744577,1,0.999999999999929,1
0,-23.5687096630113,2.84126451217895,21.1570841286439,1,1,1
0,-25.1075669937543,3.13828506003889,21.8047382950509,1,1,1
0,-25.7377210581993,1.69813693185003,22.5653821122332,-1,1,1
0,-25.7471960753385,3.4051822633026,21.5106663443337,-1,1,1
0,-27.8402874199734,4.56908813221536,23.5134631227211,-1,1,-0.999999999999929
0,-28.1888323441596,5.61990796895838,22.5620554085435,-1,1,-1
0,-29.6274927484036,6.4225851790017,21.1227476225037,0.999999999999929,1,-1
0,-28.5056383328066,8.08303968425244,20.7690605250102,1,-1,-1
0,-28.091111353801,8.16992934002691,18.5145663668447,1,-1,-1
0,-25.3682421957778,7.13942931846482,19.532970681675,1,-1,-1
0,-22.491124127848,6.7110360553075,17.9172186754852,-1,-1,-1
0,-22.7669028848013,5.89743808213953,18.386282648178,-1,0.999999999999929,-1
0,-24.481945608199,6.92117806413779,17.0985382400452,-1,1,-1
0,-23.8124082631162,8.42880843153966,16.5887395288251,-1,1,-1
0,-25.1733940096847,10.467491748858,15.7832703871415,0.999999999999929,1,-1
0,-24.0419213350814,9.06466416163024,12.2520255399299,1,1,-1
0,-23.8961141841868,11.4710075259219,14.2337446314962,1,1,0.999999999999929
0,-24.2514808225973,11.0722338928779,13.6040634298651,1,1,1
0,-26.1820232284464,12.1204223078178,11.4140928543401,1,1,1
0,-24.3247321253791,13.3215473732232,11.1287220451072,1,-0.999999999999929,1
0,-22.7346439327881,10.7671748098653,12.4513754220844,1,-1,-1
0,-21.4985008235721,8.99416158428315,12.0664978636162,1,-1,-1
0,-21.0923797159122,9.77747521763387,10.7147289382678,1,-1,-1
0,-21.2881235921009,9.39563155852538,9.66565341890596,1,-1,-1
0,-17.2139316824655,7.53070331986494,8.95306253497753,1,-1,-1
0,-16.3166005037284,8.09989665458886,10.0964997018728,1,-1,-1
0,-15.0110668556961,6.51466232906633,8.64927423459233,-1,-1,-1
0,-16.0838936863909,7.04068253912364,7.73430617632519,-1,-1,-1
0,-15.8644986040079,6.26689797710354,9.8800070089663,-1,-1,1
0,-15.9410539672482,5.31658167430789,10.4289506274559,-1,-1,1
0,-17.2148076098796,4.1965397031059,12.4734557465459,-1,-1,1
0,-17.771261188059,3.98171322808377,13.7140794832501,-1,1,1
0,-19.2943838053879,4.4056772560622,15.4194127477037,-1,1,-0.999999999999929
0,-19.4657092807936,6.8308468664941,13.6623022565924,-1,1,-1
0,-20.3295146091375,7.59965802337926,14.8618397401906,-1,1,-1
0,-21.3683290646599,7.49055829882165,12.1392902494477,-1,1,-1
0,-21.5508228998836,10.761810832183,11.7477756745314,-1,1,-1
0,-22.5501477107763,12.3352183863558,11.0510185636604,-1,1,-1
0,-24.4239224614733,13.1296248043503,11.8053634359355,-1,1,-1
0,-24.9685808865923,15.6422784087853,9.67797424686114,-1,-0.999999999999929,-1
0,-26.7548138034232,16.44066544497,9.21561104464104,-1,-1,1
0,-26.2114831802376,14.7107814930514,12.2101471291519,-1,-1,1
0,-27.2684961519753,13.4728484850856,13.1511249600815,0.999999999999929,-1,1
0,-26.0744559064202,12.2186631859071,12.7562738756796,1,1,1
0,-24.8620370868148,11.5284534800666,12.7730161047999,1,1,1
0,-25.7416635567865,12.2019944718685,13.3910803122209,1,1,1
0,-25.998499666668,12.5160412784335,12.4688959920051,-1,1,1
0,-27.437248742334,13.5890909729363,13.9378567659344,-1,-0.999999999999929,1
0,-27.6394032151309,12.5095128842087,15.1395296308499,-1,-1,1
0,-27.1869852885977,11.6110728898212,16.1940381369706,-1,-1,1
0,-29.5989264625061,11.8696900845418,19.0319307644533,1,-1,1
0,-27.0603536377673,11.4060233858692,18.4569135609025,1,-1,1
0,-28.3003616549805,9.24844491416514,19.8290291047444,1,-1,-0.999999999999929
0,-28.1320675018771,8.16030177689691,20.1535545875006,1,-1,-1
0,-26.466710883032,8.5781107521459,18.9517883665752,1,-1,-1
0,-25.2163621679695,6.4355592773111,18.477592003386,1,1,-1
0,-24.8239501437332,7.23085710227747,15.8934338780602,1,1,1
0,-26.4125390877111,7.59974476874233,17.355540040544,1,1,1
0,-25.5281424287642,7.94309214940225,17.9324625586517,-1,1,1
0,-27.3972203416375,9.84488494201136,16.5269331989267,-1,1,1
0,-28.2880576909464,8.21969883775306,19.1315664343966,-1,1,-1
0,-27.871448515384,11.5293596241522,18.4439346028511,-1,1,-1
0,-30.04686916404,12.8806424911484,16.6734849870701,0.999999999999929,1,-1
0,-29.5349437343181,14.9070682005071,16.3241193219397,1,1,-1
0,-27.0890165012658,14.151663903347,14.1287480192171,1,1,0.999999999999929
0,-28.9096584751453,14.3332117858367,16.1864206121557,1,1,1
0,-28.4277530580217,13.8003899703676,13.922040833101,-1,1,1
0,-28.9126015748218,14.5006952015586,14.7136209588993,-1,-0.999999999999929,1
0,-31.1326874735629,12.0603885633703,16.5821826348484,-1,-1,1
0,-31.0719013042317,15.569191107462,17.3017758268908,-1,-1,1
0,-32.0486848663796,13.6330003639612,20.2364926395343,1,-1,1
0,-32.7223698541955,11.4143039320753,20.1723501439215,1,1,1
0,-30.6192358392777,12.0418773348854,20.5572002792809,1,1,1
0,-30.5748850863345,10.4960005703839,20.2159124172181,1,1,1
0,-32.176830724972,9.8282755646053,19.7430847480673,-0.999999999999929,1,1
0,-31.9283300919224,11.8666660759931,22.8748096980025,-1,1,1
0,-34.4525988954201,10.9540740359519,21.6841083178627,-1,1,-1
0,-34.0994409376816,15.3864494943898,20.9645817496478,-1,1,-1
0,-36.6746523165116,15.2712592810553,19.6389656080544,1,1,-1
0,-35.0021178191415,17.3491479248836,18.9304170321025,1,1,-1
0,-35.9838897241817,18.083064938874,18.3527408145674,1,1,1
0,-36.0125562015848,18.1665585524389,18.7380522076066,1,1,1
0,-35.5298980741046,16.8750577250106,17.9833110311473,1,1,1
0,-34.3530633693973,16.2182866686671,17.3546848582471,1,1,1
0,-35.7954143600539,18.2171866202275,16.6193349556983,1,1,1
0,-34.6790564817171,17.0505804547273,18.3854108073504,1,1,1
0,-35.6785192789131,15.1785905436575,18.0210466973863,1,1,1
0,-34.6787121779453,17.4838439839239,18.3780865435367,1,-0.999999999999929,1
0,-34.6077416309173,16.7969536175407,17.9046015220491,1,-1,-1
0,-32.6193441137913,14.1430831617795,17.2774242766411,1,-1,-1
0,-31.4059208970221,14.2916191847636,16.8275734843183,1,-1,-1
0,-28.9234588301939,12.909791599363,14.8120865088303,1,-1,-1
0,-29.1082724077885,11.3349784340374,15.8579139174341,1,-1,-1
0,-26.1015063732634,10.990464861646,13.2528122522925,1,-1,-1
0,-24.4295637462582,10.695747461183,13.2303547000335,1,-1,-1
0,-22.5267403388268,10.729767490509,11.6603960426583,1,1,-1
0,-23.5278032795941,13.4356262366653,10.7466017960266,1,1,1
0,-23.674900114862,12.0940045627296,10.9395761602003,1,1,1
0,-23.2302599193296,12.0795209249979,10.4496880725279,-1,1,1
0,-25.9873970454377,14.0402372250028,11.7369281504685,-1,-0.999999999999929,1
0,-25.4950440341734,12.7828211875226,12.7086634772065,-1,-1,1
0,-26.9216535904877,12.1805059102189,14.0228487523299,-1,-1,1
0,-26.408366733962,12.5877466913532,16.2205937870672,0.999999999999929,-1,1
0,-26.6951543298775,10.791058336084,16.5553120065547,1,-1,1
0,-26.0889055803014,9.04157238445646,16.4692862164001,1,-1,-0.999999999999929
0,-23.7886950371082,8.24519338166129,15.7501856235079,1,-1,-1
0,-22.8206688444061,6.23043442253059,16.0512785955489,-1,-1,-1
0,-22.4100521759383,5.65602503020817,15.945819765054,-1,-1,-1
0,-23.4039784533001,8.25953156058103,16.3307721041953,-1,-1,1
0,-23.9963342410482,6.61679968690103,16.9454860058599,-1,-1,1
0,-25.4999972548823,7.33247334908649,19.1069332833987,-1,-1,1
0,-25.9796610682117,6.71180320720819,20.4746061576735,-1,-1,1
0,-28.4616485178093,5.5916630996446,21.9834608930397,-1,-1,1
0,-28.1275204899309,3.43538609344203,22.8864682594659,-1,-1,1
0,-28.6483692716932,3.90045110225467,23.258383917398,-1,-1,1
0,-30.0506146724479,2.34928195912121,27.278728101965,-1,-1,1
0,-29.7901325223047,2.01175253921303,26.9617559412184,-1,-1,1
0,-29.2411613919119,1.75865251850264,28.5944405676112,-1,-1,1
0,-30.5403441681411,-0.578387475314854,29.714037235652,-1,-1,1
0,-31.9584240624144,-0.007844453938562,31.5925814515582,-1,-1,1
0,-32.6784482673538,-1.2827968253645,32.880252962753,-1,-1,1
0,-33.7427916619344,-0.046697911256632,34.8072411308403,-1,-1,1
0,-33.7522771415118,-1.17138011519144,35.3871818196411,-1,-1,1
0,-35.6747013891178,-0.771641234434654,37.7467547590421,-1,-1,1
0,-36.1163846206454,-3.31659340410937,38.3615443027277,-1,-1,1
0,-35.3719963050099,-5.75756607875892,40.2526100959142,-1,-1,1
0,-37.1712550354615,-5.60986686972762,40.817505390087,-1,-1,1
0,-36.4921148056863,-5.15926186879376,42.5355743628569,-1,0.999999999999929,1
0,-38.9366483256396,-3.72125371061949,44.8131729524751,-1,1,-1
0,-39.6532978107816,-1.51591461528508,42.9301842818892,-1,1,-1
0,-41.6076966916112,-2.99276731362546,42.6085787629606,-1,1,-1
0,-40.2308399567353,-1.07919987377124,41.7245088525418,-1,1,-1
0,-39.663401746431,0.572065063603611,41.7556763278756,-1,1,-1
0,-43.1855668686929,2.83388826021853,40.3593064382752,-1,1,-1
0,-42.1714453100287,3.26662803058343,41.3226964584095,-1,1,-1
0,-44.2310073613802,6.7028082430524,39.0324365289593,-1,-1,-1
0,-43.4013051172851,4.65750472081464,39.3002302907844,-1,-1,1
0,-43.9886039737385,3.34708623534316,39.7371640286928,-1,-1,1
0,-45.5876605642358,2.41719560219988,40.247678167118,1,-1,1
0,-43.9922692035235,2.31990535135176,41.1255535315413,1,-1,1
0,-43.2153164747745,1.12939962808829,42.5752213549409,1,-1,-1
0,-41.8085114930489,2.18221622460742,42.055842080641,1,-1,-1
0,-40.525329637499,-1.09898286640324,40.620962362972,-0.999999999999929,-1,-1
0,-40.0233347390111,-0.528795533303918,40.7249823812876,-1,-1,-1
0,-40.6884271085854,-1.49638959946836,40.7110608445448,-1,-1,0.999999999999929
0,-41.5128845202974,-0.816685275280461,41.4883647642565,-1,-1,1
0,-42.5261171175865,-0.12163361685642,43.0658570127266,1,-1,1
0,-41.514637761648,-1.5944065993363,44.5102307381606,1,0.999999999999929,1
0,-41.7295067475721,-1.76804233720204,42.4535651436205,1,1,1
0,-39.8297545700364,-2.9349422856067,43.2471288585204,1,1,1
0,-39.9443925541096,-3.13563719383685,43.5082316814897,-1,1,1
0,-42.240209233591,-1.98566385632859,43.4333015837874,-1,1,1
0,-42.6704519341598,-2.14938290940673,44.9857040065785,-1,1,-1
0,-44.7040058754599,0.476431055882478,45.2580547036861,-1,1,-1
0,-44.1916226387286,0.915758247738845,43.9058205560254,1,1,-1
0,-44.52864711897,1.68641243795836,42.834819546921,1,1,-1
0,-42.7399650355267,3.92384381200739,41.83661226048,1,1,1
0,-43.8644629361698,1.86417499902769,40.8709410158613,1,1,1
0,-44.6810247053292,2.51883977631132,42.4603735308848,-0.999999999999858,1,1
0,-44.8013817384825,2.29286382507424,42.5348072551924,-1,-1,1
0,-46.9188512279158,2.70812577905816,44.097841345338,-1,-1,1
0,-46.6839315078747,1.26412328672755,45.2442327973877,-1,-1,1
0,-49.6321456379656,1.02301261766472,48.2587369785797,1,-1,1
0,-47.5796327429716,-0.035146567707589,47.8207854326794,1,-1,1
0,-47.1236933683356,-2.12232825150654,46.7477148007423,1,-1,-1
0,-46.0687415246161,-2.33880519816165,46.4522987998333,1,-1,-1
0,-43.3913999552428,-3.04033709732741,46.3982279186635,-1,-1,-1
0,-45.1807845330845,-2.80503153320809,46.2878919892811,-1,1,-1
0,-43.9186956931144,-2.6674305808007,44.9641054487329,-1,1,-1
0,-44.0300922119498,-0.673642138275427,45.5621209149183,-1,1,-1
0,-45.6084273495583,0.833455615842881,44.5936961302909,1,1,-1
0,-44.2426011987366,2.87919884658068,41.8052931776995,1,-1,-1
0,-43.9714420968691,0.898855217677929,43.0341170512418,1,-1,-1
0,-42.9283296111375,1.08305427856953,40.9370126096242,1,-1,-1
0,-42.2599833519493,-0.633642020966916,42.1385704207203,-1,-1,-1
0,-40.3178592506596,0.497245473430774,41.3235209158609,-1,1,-1
0,-40.4603917562439,1.35137624034485,40.4404880763115,-1,1,-1
0,-43.1893153672567,3.8396491898429,40.1985805363867,-1,1,-1
0,-44.2108422602847,4.15468881928947,38.4265510121608,-1,1,-1
0,-45.5821163325806,6.78193130808644,38.5230036030354,-1,-1,-1
0,-43.4752007889757,6.38587458081691,38.0604975930944,-1,-1,1
0,-45.7376810642943,5.96099265975305,40.1036717012251,-1,-1,1
0,-46.1917591211171,5.63713199084792,41.429574058976,-1,-1,1
0,-47.2127897543264,4.48295858679764,43.8774434815379,-1,0.999999999999858,1
0,-48.2733305320664,5.88061199709585,43.0318648545041,-1,1,-1
0,-48.472096364509,6.61055932309382,41.7606670421566,-1,1,-1
0,-49.7532299474485,7.11546057546765,41.1899928922481,-1,1,-1
0,-51.4407195609117,10.8698596741996,39.5370239564377,-1,1,-1
0,-51.5012619776084,13.2158544562623,40.5755598732828,-1,1,-1
0,-51.2175745355644,11.4782266719755,37.9408916163926,-1,1,-1
0,-53.5960095432793,15.1046482195813,38.8696926292947,1,1,-1
0,-52.3791897118365,14.9036859102049,36.0725495761432,1,-1,-1
0,-51.67378538596,13.0521705612046,35.2092281457282,1,-1,-1
0,-48.7793182152425,11.9615024195439,36.9188878347085,1,-1,-1
0,-48.1517972096713,12.6131227397944,34.7427711699703,-1,-1,-1
0,-48.398073231207,15.4444967392536,33.0781010280882,-1,1,-1
0,-51.2113623721127,14.6177151704404,33.3622869630098,-1,1,-1
0,-49.0184164917863,17.6134774590948,34.8425623783153,-1,1,-1
0,-50.4355801128653,18.5139312987703,32.3075092997063,0.999999999999858,1,-1
0,-49.6379326370975,18.7614461674093,31.0782884785084,1,-1,-1
0,-48.6728927546533,18.6799735246641,31.3191084958233,1,-1,-1
0,-46.7468766526286,16.606467184777,28.9980897860649,1,-1,-1
0,-44.1834287114417,17.2749813381511,28.9907786575552,1,-1,-1
0,-43.8919334528893,16.0042964396359,28.8001054530905,1,0.999999999999858,-1
0,-43.3506335360314,14.5581593204651,26.9077709116344,1,1,1
0,-42.6330224067264,15.2182990343089,25.3090684824748,1,1,1
0,-42.5840025283339,16.0668502667997,26.3486063945716,1,1,1
0,-43.4516304035924,16.5805929358064,25.5019816950969,1,1,1
0,-42.7966174639127,17.9562557658352,27.0949785415486,1,1,1
0,-43.0776011318028,16.600984554808,26.3756100563843,1,1,1
0,-44.0383688965168,17.5931863448587,27.7949634467879,1,1,1
0,-43.7364184900548,17.9127201222864,26.126145835192,1,1,1
0,-44.2133853981671,17.5697806549754,26.3016182144727,1,1,1
0,-42.6553321717153,16.6455760975959,27.8395621941377,1,1,1
0,-44.4897730167618,18.2471621018101,27.5374753813694,-0.999999999999858,1,1
0,-45.610524843087,20.1179566873457,27.2089907548092,-1,1,1
0,-46.7713158275044,19.3665191764394,27.2789263525584,-1,1,-1
0,-47.7316848384174,21.4873632060202,25.8572477361881,-1,1,-1
0,-47.5236371902039,22.4541024101707,26.128819144809,-1,1,-1
0,-48.858907531831,22.3381130613211,24.7994834368836,-1,-0.999999999999858,-1
0,-49.4742598821206,22.8012268036293,25.0436341120862,-1,-1,1
0,-49.1635712436728,23.5260848181372,25.9307265816591,-1,-1,1
0,-50.6130643321838,23.1488702209957,27.7320802140262,-1,-1,1
0,-51.5911572607582,21.5212352316169,28.2306037755925,-1,1,1
